filename,width,height,class,xmin,ymin,xmax,ymax
Asha-Das-is-a-Homemaker_-other-occupation-details_y_jpg.rf.c1074687ccd4242a67ee8bb1a99de225.jpg,514,514,acne,272,40,284,52
Asha-Das-is-a-Homemaker_-other-occupation-details_y_jpg.rf.c1074687ccd4242a67ee8bb1a99de225.jpg,514,514,spot,374,376,391,396
Asha-Das-is-a-Homemaker_-other-occupation-details_y_jpg.rf.c1074687ccd4242a67ee8bb1a99de225.jpg,514,514,spot,419,235,436,250
Asha-Das-is-a-Homemaker_-other-occupation-details_y_jpg.rf.c1074687ccd4242a67ee8bb1a99de225.jpg,514,514,spot,208,89,220,105
Kanon-Das-is-a-Homemaker_-other-occupation-details__jpg.rf.c07760070060a756768040512a3cacf9.jpg,514,514,acne,186,97,211,113
Kanon-Das-is-a-Homemaker_-other-occupation-details__jpg.rf.c07760070060a756768040512a3cacf9.jpg,514,514,acne,275,84,293,102
Kanon-Das-is-a-Homemaker_-other-occupation-details__jpg.rf.c07760070060a756768040512a3cacf9.jpg,514,514,acne,279,103,298,119
Kanon-Das-is-a-Homemaker_-other-occupation-details__jpg.rf.c07760070060a756768040512a3cacf9.jpg,514,514,acne,263,126,285,143
Kanon-Das-is-a-Homemaker_-other-occupation-details__jpg.rf.c07760070060a756768040512a3cacf9.jpg,514,514,acne,246,248,266,265
Kanon-Das-is-a-Homemaker_-other-occupation-details__jpg.rf.c07760070060a756768040512a3cacf9.jpg,514,514,acne,356,238,369,254
Kanon-Das-is-a-Homemaker_-other-occupation-details__jpg.rf.c07760070060a756768040512a3cacf9.jpg,514,514,scar,134,281,151,295
Kanon-Das-is-a-Homemaker_-other-occupation-details__jpg.rf.c07760070060a756768040512a3cacf9.jpg,514,514,scar,236,138,256,153
21462_png_jpg.rf.c0e0b37c20c83d83a65d79b251aaf093.jpg,512,512,acne,167,300,186,317
21462_png_jpg.rf.c0e0b37c20c83d83a65d79b251aaf093.jpg,512,512,mole1,193,188,204,200
38420_png_jpg.rf.bfd6241cfb7195d51b16095311c28a8a.jpg,512,512,acne,208,283,233,302
38420_png_jpg.rf.bfd6241cfb7195d51b16095311c28a8a.jpg,512,512,spot,326,317,339,333
38420_png_jpg.rf.bfd6241cfb7195d51b16095311c28a8a.jpg,512,512,spot,284,287,299,298
19953_png_jpg.rf.c126c337e61e8fc7ba733f508460930a.jpg,512,512,pimple,178,123,198,134
19953_png_jpg.rf.c126c337e61e8fc7ba733f508460930a.jpg,512,512,mole1,376,111,387,121
19953_png_jpg.rf.c126c337e61e8fc7ba733f508460930a.jpg,512,512,mole1,351,166,364,176
19953_png_jpg.rf.c126c337e61e8fc7ba733f508460930a.jpg,512,512,mole1,406,249,416,259
19953_png_jpg.rf.c126c337e61e8fc7ba733f508460930a.jpg,512,512,scar,262,113,276,124
5ce30ca8-7253-49df-91b2-faa88db13d29_png.rf.c009416b4139be04a899df255f9c9216.jpg,434,612,acne,252,406,271,424
5ce30ca8-7253-49df-91b2-faa88db13d29_png.rf.c009416b4139be04a899df255f9c9216.jpg,434,612,acne,330,150,339,160
5ce30ca8-7253-49df-91b2-faa88db13d29_png.rf.c009416b4139be04a899df255f9c9216.jpg,434,612,spot,348,149,357,160
5ce30ca8-7253-49df-91b2-faa88db13d29_png.rf.c009416b4139be04a899df255f9c9216.jpg,434,612,spot,277,197,289,211
5ce30ca8-7253-49df-91b2-faa88db13d29_png.rf.c009416b4139be04a899df255f9c9216.jpg,434,612,spot,64,333,73,342
5ce30ca8-7253-49df-91b2-faa88db13d29_png.rf.c009416b4139be04a899df255f9c9216.jpg,434,612,acne,81,312,92,323
5ce30ca8-7253-49df-91b2-faa88db13d29_png.rf.c009416b4139be04a899df255f9c9216.jpg,434,612,acne,179,528,189,537
35759_png_jpg.rf.c02b2e0e995c47811eba428c5b4005a7.jpg,512,512,mole1,272,93,288,107
35759_png_jpg.rf.c02b2e0e995c47811eba428c5b4005a7.jpg,512,512,mole1,300,76,319,91

17766_png_jpg.rf.c13396e9c514fe2dbd0e13af20ea5ee7.jpg,512,512,spot,168,149,189,164
Ramrani-is-a-Handicraft-worker-from-Kasipur_-Reusa__jpg.rf.c0c939bd2dc2e1f2fa50df0f7f29f385.jpg,514,514,spot,395,341,410,354
Ramrani-is-a-Handicraft-worker-from-Kasipur_-Reusa__jpg.rf.c0c939bd2dc2e1f2fa50df0f7f29f385.jpg,514,514,acne,390,356,401,366
Ramrani-is-a-Handicraft-worker-from-Kasipur_-Reusa__jpg.rf.c0c939bd2dc2e1f2fa50df0f7f29f385.jpg,514,514,spot,391,323,403,335
Ramrani-is-a-Handicraft-worker-from-Kasipur_-Reusa__jpg.rf.c0c939bd2dc2e1f2fa50df0f7f29f385.jpg,514,514,spot,104,276,113,283
Ramrani-is-a-Handicraft-worker-from-Kasipur_-Reusa__jpg.rf.c0c939bd2dc2e1f2fa50df0f7f29f385.jpg,514,514,scar,269,87,283,98
22178_png_jpg.rf.c13b16da895e4b34ed83b5b9458e3cff.jpg,512,512,spot,173,290,192,308
22178_png_jpg.rf.c13b16da895e4b34ed83b5b9458e3cff.jpg,512,512,spot,358,348,369,365
22178_png_jpg.rf.c13b16da895e4b34ed83b5b9458e3cff.jpg,512,512,spot,186,432,198,442
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,140,361,159,378
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,142,338,155,353
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,296,413,313,434
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,197,156,215,172
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,253,212,269,234
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,273,188,289,205
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,346,303,367,322
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,336,360,361,375
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,140,310,161,328
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,197,130,219,143
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,179,108,197,123
25294_png_jpg.rf.c13f8e1954f014530e135d519aa07482.jpg,512,512,spot,214,146,241,158
Sujliben-Rathva-is-a-Homemaker-and-farmer_-and_yyth_jpg.rf.c1477d5c9c7de0ef5ef34d58159fa178.jpg,514,514,acne,168,237,174,244
Sujliben-Rathva-is-a-Homemaker-and-farmer_-and_yyth_jpg.rf.c1477d5c9c7de0ef5ef34d58159fa178.jpg,514,514,acne,288,105,298,111
Sujliben-Rathva-is-a-Homemaker-and-farmer_-and_yyth_jpg.rf.c1477d5c9c7de0ef5ef34d58159fa178.jpg,514,514,acne,260,99,266,107
Sujliben-Rathva-is-a-Homemaker-and-farmer_-and_yyth_jpg.rf.c1477d5c9c7de0ef5ef34d58159fa178.jpg,514,514,spot,260,364,269,373
Sujliben-Rathva-is-a-Homemaker-and-farmer_-and_yyth_jpg.rf.c1477d5c9c7de0ef5ef34d58159fa178.jpg,514,514,spot,253,216,260,223
b106568c-7927-4d3f-9344-570d3cc9e5a3_png.rf.c17374ed7a36dcd140add906a9c48c94.jpg,502,700,acne,352,346,374,359
b106568c-7927-4d3f-9344-570d3cc9e5a3_png.rf.c17374ed7a36dcd140add906a9c48c94.jpg,502,700,spot,316,343,332,357
b106568c-7927-4d3f-9344-570d3cc9e5a3_png.rf.c17374ed7a36dcd140add906a9c48c94.jpg,502,700,spot,298,592,312,606
b106568c-7927-4d3f-9344-570d3cc9e5a3_png.rf.c17374ed7a36dcd140add906a9c48c94.jpg,502,700,spot,233,675,249,688
b106568c-7927-4d3f-9344-570d3cc9e5a3_png.rf.c17374ed7a36dcd140add906a9c48c94.jpg,502,700,spot,170,435,182,447
Ruksana-Biwi-is-a-Homemaker-from-Sahararhat_-Falta__jpg.rf.c18ebdc141e9108230469c123b813f39.jpg,514,514,spot,246,225,263,249
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,pimple,442,288,464,307
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,pimple,512,281,534,295
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,pimple,517,309,541,325
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,pimple,377,338,398,355
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,pimple,509,374,530,386
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,pimple,569,360,587,378
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,pimple,415,374,433,386
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,spot,462,421,478,437
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,spot,388,277,408,293
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,spot,605,920,622,933
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,spot,547,925,564,937
60874_png.rf.c1a8562331fb65b5d6207d4f04b1baaf.jpg,1024,1024,spot,305,520,322,533
41174_png_jpg.rf.c1535d39b6e1e6c89598899612173f3c.jpg,512,512,acne,254,185,265,199
41174_png_jpg.rf.c1535d39b6e1e6c89598899612173f3c.jpg,512,512,acne,231,185,247,198
41174_png_jpg.rf.c1535d39b6e1e6c89598899612173f3c.jpg,512,512,acne,234,301,243,311
41174_png_jpg.rf.c1535d39b6e1e6c89598899612173f3c.jpg,512,512,acne,163,313,175,325
41174_png_jpg.rf.c1535d39b6e1e6c89598899612173f3c.jpg,512,512,acne,244,224,256,234

40409_png_jpg.rf.c1d31fd56614b36c85065eb4b64e9803.jpg,512,512,acne,309,143,328,157
40409_png_jpg.rf.c1d31fd56614b36c85065eb4b64e9803.jpg,512,512,spot,285,319,296,333
40409_png_jpg.rf.c1d31fd56614b36c85065eb4b64e9803.jpg,512,512,spot,233,228,245,238
15007_png_jpg.rf.c2035fbd20182a051e96ec00a44613bb.jpg,512,512,acne,138,196,147,204
15007_png_jpg.rf.c2035fbd20182a051e96ec00a44613bb.jpg,512,512,acne,139,207,147,212
15007_png_jpg.rf.c2035fbd20182a051e96ec00a44613bb.jpg,512,512,acne,112,229,119,237
15007_png_jpg.rf.c2035fbd20182a051e96ec00a44613bb.jpg,512,512,acne,258,153,265,159
15007_png_jpg.rf.c2035fbd20182a051e96ec00a44613bb.jpg,512,512,acne,243,113,251,120
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,pimple,291,398,316,421
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,pimple,309,482,326,499
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,pimple,358,431,377,453
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,pimple,381,420,421,471
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,spot,336,459,354,477
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,spot,319,392,335,412
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,acne,244,250,257,266
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,spot,359,497,382,522
3332_jpg.rf.c1fb498ee7d0c7f21b97f8c08f768ec2.jpg,666,888,pimple,283,423,316,452


20524_png_jpg.rf.c2a4c56d3594c9cf97176a36b393b0dd.jpg,512,512,spot,166,441,177,459
20524_png_jpg.rf.c2a4c56d3594c9cf97176a36b393b0dd.jpg,512,512,spot,168,411,194,431
20524_png_jpg.rf.c2a4c56d3594c9cf97176a36b393b0dd.jpg,512,512,acne,229,438,247,455
20524_png_jpg.rf.c2a4c56d3594c9cf97176a36b393b0dd.jpg,512,512,acne,224,408,241,421
20524_png_jpg.rf.c2a4c56d3594c9cf97176a36b393b0dd.jpg,512,512,acne,295,413,313,426
20524_png_jpg.rf.c2a4c56d3594c9cf97176a36b393b0dd.jpg,512,512,spot,153,434,162,446
20524_png_jpg.rf.c2a4c56d3594c9cf97176a36b393b0dd.jpg,512,512,spot,161,146,179,158
20524_png_jpg.rf.c2a4c56d3594c9cf97176a36b393b0dd.jpg,512,512,spot,233,96,247,106
Varsha-Saroha-is-a-Student-from-Satrod-Khas_jpg.rf.c256117275bd18406acd25fede65b0bc.jpg,514,514,scar,210,199,230,211
Varsha-Saroha-is-a-Student-from-Satrod-Khas_jpg.rf.c256117275bd18406acd25fede65b0bc.jpg,514,514,scar,325,407,353,429
Varsha-Saroha-is-a-Student-from-Satrod-Khas_jpg.rf.c256117275bd18406acd25fede65b0bc.jpg,514,514,scar,145,214,170,231
Varsha-Saroha-is-a-Student-from-Satrod-Khas_jpg.rf.c256117275bd18406acd25fede65b0bc.jpg,514,514,scar,179,214,191,224

46364_png_jpg.rf.c2c5043f690d6b976cebff3959c2e1ef.jpg,512,512,acne,371,128,382,144
46364_png_jpg.rf.c2c5043f690d6b976cebff3959c2e1ef.jpg,512,512,acne,219,137,232,148
46364_png_jpg.rf.c2c5043f690d6b976cebff3959c2e1ef.jpg,512,512,acne,245,122,255,132
46364_png_jpg.rf.c2c5043f690d6b976cebff3959c2e1ef.jpg,512,512,mole1,307,291,315,300
46364_png_jpg.rf.c2c5043f690d6b976cebff3959c2e1ef.jpg,512,512,mole1,258,243,267,251
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,mole1,627,565,639,573
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,spot,644,293,659,306
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,spot,630,267,646,279
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,spot,688,357,700,366
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,spot,428,544,443,556
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,spot,474,575,487,586
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,pimple,414,382,432,396
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,spot,253,407,265,418
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,spot,245,432,258,447
61334_png.rf.c24ae71b70187eeb8dd7c795e8a08a23.jpg,1024,1024,spot,431,256,443,268
37409_png_jpg.rf.c2b3a58a8fc6d7ebef8d8dbf1931a232.jpg,512,512,acne,238,144,256,155
37409_png_jpg.rf.c2b3a58a8fc6d7ebef8d8dbf1931a232.jpg,512,512,acne,145,340,164,354
37409_png_jpg.rf.c2b3a58a8fc6d7ebef8d8dbf1931a232.jpg,512,512,acne,151,111,174,126
37409_png_jpg.rf.c2b3a58a8fc6d7ebef8d8dbf1931a232.jpg,512,512,spot,168,273,184,291
3d34b3ac-d692-4db4-bfe6-44ff7f2b8a85_png.rf.c2e5474f7037474cf8b0f55be3f367ca.jpg,299,411,scar,114,77,124,84
3d34b3ac-d692-4db4-bfe6-44ff7f2b8a85_png.rf.c2e5474f7037474cf8b0f55be3f367ca.jpg,299,411,scar,37,160,44,168
Jyotsna-Dalui-is-a-Not-recorded-from-Rasora_jpg.rf.c2cfa56120b079ea4a8a83996db0f6f1.jpg,514,514,acne,358,121,366,129
Jyotsna-Dalui-is-a-Not-recorded-from-Rasora_jpg.rf.c2cfa56120b079ea4a8a83996db0f6f1.jpg,514,514,spot,153,125,163,134
60505_png.rf.c2f4f4f163e0e56f6d3704e039804bc5.jpg,1024,1024,acne,386,661,419,695
60505_png.rf.c2f4f4f163e0e56f6d3704e039804bc5.jpg,1024,1024,acne,659,734,677,758
Maddo-is-a-Farmer-cultivates-paddy-from-Badekilep_jpg.rf.c2f3828112df6c56dd4f851d0f4dd345.jpg,514,514,mole1,317,368,330,379
Maddo-is-a-Farmer-cultivates-paddy-from-Badekilep_jpg.rf.c2f3828112df6c56dd4f851d0f4dd345.jpg,514,514,mole1,306,253,317,265
Mampi-Dutta-is-a-Not-recorded-from-Islampur_jpg.rf.c3105b1bff6c3809d00b5a11daa1a1a7.jpg,514,514,acne,337,384,352,398
Mampi-Dutta-is-a-Not-recorded-from-Islampur_jpg.rf.c3105b1bff6c3809d00b5a11daa1a1a7.jpg,514,514,acne,352,371,367,381
Mampi-Dutta-is-a-Not-recorded-from-Islampur_jpg.rf.c3105b1bff6c3809d00b5a11daa1a1a7.jpg,514,514,acne,175,126,190,136
Mampi-Dutta-is-a-Not-recorded-from-Islampur_jpg.rf.c3105b1bff6c3809d00b5a11daa1a1a7.jpg,514,514,scar,129,62,141,72
Mampi-Dutta-is-a-Not-recorded-from-Islampur_jpg.rf.c3105b1bff6c3809d00b5a11daa1a1a7.jpg,514,514,acne,185,72,198,83
Mampi-Dutta-is-a-Not-recorded-from-Islampur_jpg.rf.c3105b1bff6c3809d00b5a11daa1a1a7.jpg,514,514,scar,317,72,363,96
4b2d3599-340a-414a-839b-8c69d972ce91_png.rf.c31775feaa06fbfb4a4fae9fce1f02a6.jpg,428,597,scar,298,363,319,381
4b2d3599-340a-414a-839b-8c69d972ce91_png.rf.c31775feaa06fbfb4a4fae9fce1f02a6.jpg,428,597,mole1,284,462,290,468
4b2d3599-340a-414a-839b-8c69d972ce91_png.rf.c31775feaa06fbfb4a4fae9fce1f02a6.jpg,428,597,acne,299,325,308,333
4b2d3599-340a-414a-839b-8c69d972ce91_png.rf.c31775feaa06fbfb4a4fae9fce1f02a6.jpg,428,597,acne,357,299,368,308
4b2d3599-340a-414a-839b-8c69d972ce91_png.rf.c31775feaa06fbfb4a4fae9fce1f02a6.jpg,428,597,acne,165,147,174,158
4b2d3599-340a-414a-839b-8c69d972ce91_png.rf.c31775feaa06fbfb4a4fae9fce1f02a6.jpg,428,597,scar,219,112,228,121
ARCHITHA-K-G-is-a-Student-from-Thenhippalam_-Tirur_jpg.rf.c3701bd898ccd5132638e7d6e8f35207.jpg,514,514,acne,238,167,248,178
ARCHITHA-K-G-is-a-Student-from-Thenhippalam_-Tirur_jpg.rf.c3701bd898ccd5132638e7d6e8f35207.jpg,514,514,spot,330,121,342,131
ARCHITHA-K-G-is-a-Student-from-Thenhippalam_-Tirur_jpg.rf.c3701bd898ccd5132638e7d6e8f35207.jpg,514,514,acne,258,158,269,168
ARCHITHA-K-G-is-a-Student-from-Thenhippalam_-Tirur_jpg.rf.c3701bd898ccd5132638e7d6e8f35207.jpg,514,514,acne,267,166,278,177
29722_png_jpg.rf.c37709afce8e6594c807f9acd3809d99.jpg,512,512,acne,173,91,187,102
29722_png_jpg.rf.c37709afce8e6594c807f9acd3809d99.jpg,512,512,acne,342,390,361,408
29722_png_jpg.rf.c37709afce8e6594c807f9acd3809d99.jpg,512,512,acne,287,161,304,174
29722_png_jpg.rf.c37709afce8e6594c807f9acd3809d99.jpg,512,512,acne,226,180,239,194
29722_png_jpg.rf.c37709afce8e6594c807f9acd3809d99.jpg,512,512,acne,331,269,344,278
Kamala-Tanti-is-a-Thread-dyer-from-Dongriguda__yyth_jpg.rf.c37dc40f67c6157d67897b2381050467.jpg,514,514,spot,346,185,360,197
Kamala-Tanti-is-a-Thread-dyer-from-Dongriguda__yyth_jpg.rf.c37dc40f67c6157d67897b2381050467.jpg,514,514,spot,188,205,205,216
Kamala-Tanti-is-a-Thread-dyer-from-Dongriguda__yyth_jpg.rf.c37dc40f67c6157d67897b2381050467.jpg,514,514,spot,208,205,220,216
Kamala-Tanti-is-a-Thread-dyer-from-Dongriguda__yyth_jpg.rf.c37dc40f67c6157d67897b2381050467.jpg,514,514,spot,164,175,179,184
Kamala-Tanti-is-a-Thread-dyer-from-Dongriguda__yyth_jpg.rf.c37dc40f67c6157d67897b2381050467.jpg,514,514,spot,203,172,213,180
Kamala-Tanti-is-a-Thread-dyer-from-Dongriguda__yyth_jpg.rf.c37dc40f67c6157d67897b2381050467.jpg,514,514,spot,349,197,360,204
Kamala-Tanti-is-a-Thread-dyer-from-Dongriguda__yyth_jpg.rf.c37dc40f67c6157d67897b2381050467.jpg,514,514,spot,328,180,342,192
